omega_tilde_over_omega,normalized_amplitude
6.248698187877526067e+00,1.649893581220461903e-06
6.273692980629036242e+00,2.144601564722023519e-06
6.298687773380545529e+00,2.963648468081521356e-06
6.323682566132055705e+00,4.354542948450895889e-06
6.348677358883566768e+00,6.918289716165012045e-06
6.373672151635076943e+00,1.199262171788828522e-05
6.398666944386587119e+00,2.383695369405876012e-05
6.423661737138096406e+00,5.878398103982397871e-05
6.448656529889606581e+00,2.269444827654315544e-04
6.473651322641117645e+00,1.289132263182616624e-02
6.498646115392627820e+00,2.798752170590563734e-02
6.523640908144137107e+00,1.516656132369041156e-02
6.548635700895647282e+00,2.811036246024775902e-04
6.573630493647157458e+00,6.764340010934062717e-05
6.598625286398666745e+00,2.673484431021789270e-05
6.623620079150177808e+00,1.329171817081749838e-05
6.648614871901687984e+00,7.619428097553192998e-06
6.673609664653198159e+00,4.771343609969822725e-06
6.698604457404707446e+00,3.218525703797589873e-06
6.723599250156217622e+00,2.266547993065037892e-06
6.748594042907728685e+00,1.741237256420854241e-06
6.773588835659238860e+00,1.353010120696184084e-06
6.798583628410749036e+00,1.196184305508895284e-06
6.823578421162258323e+00,1.212856720830981232e-06
6.848573213913768498e+00,1.544525584587597816e-06
6.873568006665277785e+00,2.362267918255180224e-06
6.898562799416789737e+00,4.593133351280358246e-06
6.923557592168299024e+00,1.114457527273716184e-05
6.948552384919809199e+00,4.291715546675105449e-05
6.973547177671319375e+00,2.267880008874241082e-03
6.998541970422828662e+00,4.955632887768411481e-03
7.023536763174338837e+00,2.701692092100659894e-03
7.048531555925849901e+00,5.411157590133245889e-05
7.073526348677360076e+00,1.315836774747376933e-05
7.098521141428869363e+00,5.353562382702556226e-06
7.123515934180379539e+00,2.846872856853087974e-06
7.148510726931889714e+00,1.850115159977711405e-06
7.173505519683400777e+00,1.409185994724756126e-06
7.198500312434910064e+00,1.299366186708885000e-06
7.223495105186420240e+00,1.317374427701088497e-06
7.248489897937930415e+00,1.539351372037942024e-06
7.273484690689439702e+00,1.974457517299318844e-06
7.298479483440949878e+00,2.710758617920602491e-06
7.323474276192460941e+00,3.961396924132728529e-06
7.348469068943971116e+00,6.297729517663087138e-06
7.373463861695480404e+00,1.088747130932807148e-05
7.398458654446990579e+00,2.163522269573714125e-05
7.423453447198500754e+00,5.320471377807546435e-05
7.448448239950011818e+00,2.041936236273873080e-04
7.473443032701521993e+00,1.007024373470677241e-02
7.498437825453031280e+00,2.214660576882484383e-02
7.523432618204541455e+00,1.214813700079064862e-02
7.548427410956051631e+00,2.602968882889562015e-04
7.573422203707560918e+00,6.220227663951818974e-05
7.598416996459071981e+00,2.451954609434562688e-05
7.623411789210582157e+00,1.217767141452824210e-05
7.648406581962092332e+00,6.979566039121169969e-06
7.673401374713601619e+00,4.382886314728099473e-06
7.698396167465111795e+00,2.958097446511166118e-06
7.723390960216622858e+00,2.094687658999976127e-06
7.748385752968133033e+00,1.634349359271071902e-06
7.773380545719642321e+00,1.319471538744103320e-06
7.798375338471152496e+00,1.222609144187865217e-06
7.823370131222662671e+00,1.369177647286841007e-06
7.848364923974171958e+00,1.872354422355308835e-06
7.873359716725683910e+00,2.965828630208696566e-06
7.898354509477193197e+00,5.792913386296155022e-06
7.923349302228703372e+00,1.404815706049974955e-05
7.948344094980212660e+00,5.364301278498617861e-05
7.973338887731722835e+00,2.481949838400975168e-03
7.998333680483233898e+00,5.493779583184202168e-03
8.023328473234743186e+00,3.031770569124550910e-03
8.048323265986253361e+00,6.943253916430206711e-05
8.073318058737763536e+00,1.665698703299890035e-05
8.098312851489273712e+00,6.666312372604371147e-06
8.123307644240783887e+00,3.443166838843171435e-06
8.148302436992294062e+00,2.154034728117825060e-06
8.173297229743804238e+00,1.550012688402087232e-06
8.198292022495314413e+00,1.353068154723234112e-06
8.223286815246824588e+00,1.323541070890875183e-06
8.248281607998334763e+00,1.499957677885635134e-06
8.273276400749843162e+00,1.886403920785174432e-06
8.298271193501355114e+00,2.578060279895565762e-06
8.323265986252865289e+00,3.738615740941456800e-06
8.348260779004375465e+00,5.932777347306423766e-06
8.373255571755885640e+00,1.022038153170607019e-05
8.398250364507394039e+00,2.027937205831869047e-05
8.423245157258905991e+00,4.970971020730841712e-05
8.448239950010416166e+00,1.895878278280631649e-04
8.473234742761926341e+00,8.264980853323012841e-03
8.498229535513434740e+00,1.841342429712496814e-02
8.523224328264944916e+00,1.022351161248235586e-02
8.548219121016455091e+00,2.487574809712407033e-04
8.573213913767967043e+00,5.899807164751602465e-05
8.598208706519475442e+00,2.316885760459730492e-05
8.623203499270985617e+00,1.147737810168772434e-05
8.648198292022495792e+00,6.547663116903631307e-06
8.673193084774005968e+00,4.100379251964972931e-06
8.698187877525517919e+00,2.742402171820040264e-06
8.723182670277026318e+00,1.937035725817832059e-06
8.748177463028536494e+00,1.507213895096973469e-06
8.773172255780046669e+00,1.250794532676370229e-06
8.798167048531556844e+00,1.211397028107251286e-06
8.823161841283067020e+00,1.487735346514548651e-06
8.848156634034577195e+00,2.173595190813495899e-06
8.873151426786087370e+00,3.555555831662767568e-06
8.898146219537597545e+00,7.032060521052113936e-06
8.923141012289107721e+00,1.709841791565802722e-05
8.948135805040616120e+00,6.496415718445189313e-05
8.973130597792128071e+00,2.676968737996883712e-03
8.998125390543638247e+00,6.002887327454767448e-03
9.023120183295148422e+00,3.353079715586932720e-03
9.048114976046658597e+00,8.653226743928566021e-05
9.073109768798166996e+00,2.054841413024242154e-05
9.098104561549677172e+00,8.147097977481508653e-06
9.123099354301189123e+00,4.135511048714130826e-06
9.148094147052699299e+00,2.525710701270675285e-06
9.173088939804207698e+00,1.749592440512665257e-06
9.198083732555717873e+00,1.459587775941156504e-06
9.223078525307228048e+00,1.391582022276129088e-06
9.248073318058738224e+00,1.534653469583271736e-06
9.273068110810248399e+00,1.892867177120697072e-06
9.298062903561758574e+00,2.569461861853913139e-06
9.323057696313268750e+00,3.697448885123458166e-06
9.348052489064778925e+00,5.830133850348195827e-06
9.373047281816289100e+00,1.000562627898519101e-05
9.398042074567799276e+00,1.976792813783793325e-05
9.423036867319309451e+00,4.827132329443198914e-05
9.448031660070819626e+00,1.828501354446235066e-04
9.473026452822329802e+00,7.144805774002677655e-03
9.498021245573839977e+00,1.612622851855249548e-02
9.523016038325348376e+00,9.062467010061978426e-03
9.548010831076860327e+00,2.469310539213327694e-04
9.573005623828370503e+00,5.808499286707004879e-05
9.598000416579880678e+00,2.269732234293740997e-05
9.622995209331390853e+00,1.119457002942830724e-05
9.647990002082899252e+00,6.324662705155972973e-06
9.672984794834411204e+00,3.923852646359477597e-06
9.697979587585921379e+00,2.570913833628645319e-06
9.722974380337431555e+00,1.786320920578216691e-06
9.747969173088939954e+00,1.349894558437702942e-06
9.772963965840450129e+00,1.129573677401554676e-06
9.797958758591960304e+00,1.133453317980424533e-06
9.822953551343472256e+00,1.529180183657624007e-06
9.847948344094980655e+00,2.373189121462733489e-06
9.872943136846490830e+00,4.001951483751000850e-06
9.897937929598001006e+00,8.018046911575373129e-06
9.922932722349511181e+00,1.957193695251448863e-05
9.947927515101023133e+00,7.409076847123864662e-05
9.972922307852531532e+00,2.754941425153151734e-03
9.997917100604041707e+00,6.259002736353286127e-03
1.002291189335555188e+01,3.538514063388493221e-03
1.004790668610706206e+01,1.017094812086441241e-04
1.007290147885857223e+01,2.396462722101522078e-05
1.009789627161008241e+01,9.462334925246459032e-06
1.012289106436159258e+01,4.773676446906993595e-06
1.014788585711310276e+01,2.888840620320619915e-06
1.017288064986461293e+01,1.977960646675744382e-06
1.019787544261612311e+01,1.610982132061870564e-06
1.022287023536763151e+01,1.527053633819330102e-06
1.024786502811914346e+01,1.660161256952451559e-06
1.027285982087065364e+01,2.025993900457915816e-06
1.029785461362216381e+01,2.733600610088276354e-06
1.032284940637367221e+01,3.912509540461547941e-06
1.034784419912518239e+01,6.126765459292187934e-06
1.037283899187669434e+01,1.048826624174420046e-05
1.039783378462820451e+01,2.060833525357910244e-05
1.042282857737971291e+01,5.015616859474851915e-05
1.044782337013122309e+01,1.886597107615512695e-04
1.047281816288273326e+01,6.682472108692522061e-03
1.049781295563424344e+01,1.528115383143302183e-02
1.052280774838575539e+01,8.691630875786336349e-03
1.054780254113726379e+01,2.622985124938924319e-04
1.057279733388877396e+01,6.120040592433000754e-05
1.059779212664028414e+01,2.379487401415964685e-05
1.062278691939179431e+01,1.168640077661014059e-05
1.064778171214330449e+01,6.541308317613139990e-06
1.067277650489481466e+01,4.015792953955968909e-06
1.069777129764632484e+01,2.577057187916554959e-06
1.072276609039783501e+01,1.751898750011684425e-06
1.074776088314934519e+01,1.255936849607629951e-06
1.077275567590085359e+01,1.036773137045580996e-06
1.079775046865236554e+01,1.062748545557884089e-06
1.082274526140387572e+01,1.551044836667271238e-06
1.084774005415538589e+01,2.519082759908605021e-06
1.087273484690689607e+01,4.353905562987210544e-06
1.089772963965840447e+01,8.796035181796075204e-06
1.092272443240991642e+01,2.154580749257357101e-05
1.094771922516142659e+01,8.123965479359465669e-05
1.097271401791293677e+01,2.753762000980724926e-03
1.099770881066444517e+01,6.339090199011195026e-03
1.102270360341595534e+01,3.627054385174703546e-03
1.104769839616746552e+01,1.149836179637993202e-04
1.107269318891897747e+01,2.690384950525533822e-05
1.109768798167048587e+01,1.059719498310334994e-05
1.112268277442199604e+01,5.343774193498986543e-06
1.114767756717350622e+01,3.222493530706007142e-06
1.117267235992501639e+01,2.208665671837352853e-06
1.119766715267652657e+01,1.785960250537389194e-06
1.122266194542803674e+01,1.703085078136380906e-06
1.124765673817954692e+01,1.849325824022548331e-06
1.127265153093105710e+01,2.253351422130284746e-06
1.129764632368256727e+01,3.032897335389649106e-06
1.132264111643407745e+01,4.341527540764077309e-06
1.134763590918558762e+01,6.760498247192587341e-06
1.137263070193709780e+01,1.156409505077949774e-05
1.139762549468860797e+01,2.264170395876106731e-05
1.142262028744011815e+01,5.493303611091599902e-05
1.144761508019162832e+01,2.052943306808647605e-04
1.147260987294313672e+01,6.653542432828039171e-03
1.149760466569464867e+01,1.541626087223094826e-02
1.152259945844615885e+01,8.874358521146699305e-03
1.154759425119766902e+01,2.939909735553548182e-04
1.157258904394917742e+01,6.806907463782699427e-05
1.159758383670068760e+01,2.635943562376549728e-05
1.162257862945219955e+01,1.291013355571819514e-05
1.164757342220370973e+01,7.181893715258757528e-06
1.167256821495521812e+01,4.380285901746799949e-06
1.169756300770672830e+01,2.776257252541247638e-06
1.172255780045823848e+01,1.860212344689772266e-06
1.174755259320974865e+01,1.259351440757179262e-06
1.177254738596126060e+01,1.002632879127899315e-06
1.179754217871276900e+01,1.018515699607410668e-06
1.182253697146427918e+01,1.573917775035326650e-06
1.184753176421578935e+01,2.638319002890898993e-06
1.187252655696729953e+01,4.647689112235852814e-06
1.189752134971880970e+01,9.444474551333233419e-06
1.192251614247031988e+01,2.318757775067327822e-05
1.194751093522183005e+01,8.706146616460808021e-05
1.197250572797334023e+01,2.712800346467352658e-03
1.199750052072485040e+01,6.327846047172337902e-03
1.202249531347636058e+01,3.664179502484962974e-03
1.204749010622787075e+01,1.270655433789408457e-04
1.207248489897938093e+01,2.952332075256676477e-05
1.209747969173089110e+01,1.160467153053505620e-05
1.212247448448240128e+01,5.849213056429174414e-06
1.214746927723390968e+01,3.519920142031040338e-06
1.217246406998542163e+01,2.412277341480184713e-06
1.219745886273693181e+01,1.942248589951703966e-06
1.222245365548844198e+01,1.856473177956890722e-06
1.224744844823995038e+01,2.011881673946856277e-06
1.227244324099146056e+01,2.449237358261135154e-06
1.229743803374297073e+01,3.293855030024292117e-06
1.232243282649448268e+01,4.712730143290746994e-06
1.234742761924599286e+01,7.318093070516856889e-06
1.237242241199750126e+01,1.250789195117526324e-05
1.239741720474901143e+01,2.442689683624980508e-05
1.242241199750052161e+01,5.910030923826451870e-05
1.244740679025203178e+01,2.195443846510656757e-04
1.247240158300354196e+01,6.560988426572764327e-03
1.249739637575505213e+01,1.540401710970748170e-02
1.252239116850656231e+01,8.974013047262658499e-03
1.254738596125807248e+01,3.239408203325009217e-04
1.257238075400958266e+01,7.444335097503534926e-05
1.259737554676109106e+01,2.873623238226050264e-05
1.262237033951260301e+01,1.404145240306826617e-05
1.264736513226411141e+01,7.787779935325851835e-06
1.267235992501562336e+01,4.730378766280298350e-06
1.269735471776713354e+01,2.982197630872865429e-06
1.272234951051864194e+01,1.979127517602234927e-06
1.274734430327015389e+01,1.285958801411721117e-06
1.277233909602166229e+01,9.713714021421081460e-07
1.279733388877317424e+01,9.623585552919489590e-07
1.282232868152468441e+01,1.552473689237863705e-06
1.284732347427619281e+01,2.675191061491331519e-06
1.287231826702770476e+01,4.789767461123399032e-06
1.289731305977921316e+01,9.785558838848337310e-06
1.292230785253072334e+01,2.406539817965674475e-05
1.294730264528223529e+01,8.997278217587318218e-05
1.297229743803374369e+01,2.595229238444721111e-03
1.299729223078525564e+01,6.134559134632767974e-03
1.302228702353676404e+01,3.594845844398840071e-03
1.304728181628827421e+01,1.354246381216210376e-04
1.307227660903978261e+01,3.125385207146527200e-05
1.309727140179129456e+01,1.226421343524619178e-05
1.312226619454280652e+01,6.181217527344845694e-06
1.314726098729431492e+01,3.721523285573868997e-06
1.317225578004582509e+01,2.551986203852624544e-06
1.319725057279733349e+01,2.047378213537060535e-06
1.322224536554884544e+01,1.955292577436967580e-06
1.324724015830035562e+01,2.112302440478592295e-06
1.327223495105186579e+01,2.560210055620816508e-06
1.329722974380337597e+01,3.434593045133387129e-06
1.332222453655488437e+01,4.904629009975744796e-06
1.334721932930639632e+01,7.598143235328492471e-06
1.337221412205790649e+01,1.297882170474644281e-05
1.339720891480941489e+01,2.527704195332146808e-05
1.342220370756092684e+01,6.100465787454638453e-05
1.344719850031243524e+01,2.252998352075734974e-04
1.347219329306394719e+01,6.248813949371721625e-03
1.349718808581545737e+01,1.486730777849608678e-02
1.352218287856696577e+01,8.765222106965720600e-03
1.354717767131847772e+01,3.425940869589095758e-04
1.357217246406998612e+01,7.814752787094431195e-05
1.359716725682149807e+01,3.007723911949853471e-05
1.362216204957300647e+01,1.466839024205993690e-05
1.364715684232451665e+01,8.123340592899066688e-06
1.367215163507602860e+01,4.919375613432385984e-06
1.369714642782753700e+01,3.098895001804446738e-06
1.372214122057904717e+01,2.041081357655693984e-06
1.374713601333055557e+01,1.296322399438837418e-06
1.377213080608206752e+01,9.389906877826938300e-07
1.379712559883357947e+01,9.061125496480022149e-07
1.382212039158508787e+01,1.508382088413798533e-06
1.384711518433659805e+01,2.653225582707850727e-06
1.387210997708810645e+01,4.804251651191387045e-06
1.389710476983961840e+01,9.853456345616118332e-06
1.392209956259113035e+01,2.423981158813547836e-05
1.394709435534263875e+01,9.023378394564987972e-05
1.397208914809414892e+01,2.423478028349712078e-03
1.399708394084565732e+01,5.805598241619502539e-03
1.402207873359716928e+01,3.442740776599525696e-03
1.404707352634867767e+01,1.400614926248837562e-04
1.407206831910018785e+01,3.210086359286922739e-05
1.409706311185169980e+01,1.257531017239885570e-05
1.412205790460320820e+01,6.342972589118658802e-06
1.414705269735472015e+01,3.814061795890168148e-06
1.417204749010622855e+01,2.627707110121612346e-06
1.419704228285773873e+01,2.103841856222736929e-06
1.422203707560925068e+01,2.011131467086069146e-06
1.424703186836075908e+01,2.162015681078618881e-06
1.427202666111227103e+01,2.619980457650815279e-06
1.429702145386377943e+01,3.507677511939632863e-06
1.432201624661528960e+01,5.003293819121237249e-06
1.434701103936680155e+01,7.733183072153187952e-06
1.437200583211830995e+01,1.320522004944367119e-05
1.439700062486982013e+01,2.566440130167842832e-05
1.442199541762132853e+01,6.179077538344401876e-05
1.444699021037284048e+01,2.269093414316467820e-04
1.447198500312435243e+01,5.873614798131283378e-03
1.449697979587586083e+01,1.416257652607089308e-02
