omega_tilde_over_omega,normalized_amplitude
1.257107154014370387e+01,5.392032322372896508e-02
1.259606373008434765e+01,1.787872598810060810e-03
1.262105592002499144e+01,4.870722441179213135e-04
1.264604810996563700e+01,2.071869796324260331e-04
1.267104029990628078e+01,1.100439664810889023e-04
1.269603248984692456e+01,6.650994407501847449e-05
1.272102467978756479e+01,4.371679560278752164e-05
1.274601686972820858e+01,3.014829987790852597e-05
1.277100905966885236e+01,2.170147591680265855e-05
1.279600124960949792e+01,1.592343911421779598e-05
1.282099343955014170e+01,1.176962460556069360e-05
1.284598562949078548e+01,8.558206476910027480e-06
1.287097781943142927e+01,6.344920272628741408e-06
1.289597000937206950e+01,4.249467487079937084e-06
1.292096219931271328e+01,2.679083882688881817e-06
1.294595438925335884e+01,1.618593250805016646e-06
1.297094657919400262e+01,1.380329853632466712e-06
1.299593876913464641e+01,3.510748997269825180e-06
1.302093095907529019e+01,4.059014330458213178e-06
1.304592314901593397e+01,6.457666032891969362e-06
1.307091533895657420e+01,8.395425747920144200e-06
1.309590752889721976e+01,1.097263014193783885e-05
1.312089971883786355e+01,1.517285296794827307e-05
1.314589190877850733e+01,1.880398183828327604e-05
1.317088409871915111e+01,2.559841342033914561e-05
1.319587628865979489e+01,3.423897509293605544e-05
1.322086847860043868e+01,4.664200295469104199e-05
1.324586066854108068e+01,6.647911824491637941e-05
1.327085285848172447e+01,9.832088556301138351e-05
1.329584504842236825e+01,1.530469422681190246e-04
1.332083723836301203e+01,2.572636708018940458e-04
1.334582942830365582e+01,4.834583286326695037e-04
1.337082161824429960e+01,1.082729010030493086e-03
1.339581380818494338e+01,3.361662512704045522e-03
1.342080599812558539e+01,2.694638076254192438e-02
1.344579818806622917e+01,1.144574075957779102e-01
1.347079037800687296e+01,1.039885440274388589e-01
1.349578256794751674e+01,1.791803711927094159e-02
1.352077475788816052e+01,1.082423134858147701e-01
1.354576694782880431e+01,1.896280150408334864e-01
1.357075913776944809e+01,8.241858361547281520e-02
1.359575132771009010e+01,2.410107425650366390e-03
1.362074351765073388e+01,6.488281879318242391e-04
1.364573570759137766e+01,2.736610459831118167e-04
1.367072789753202144e+01,1.447483350580504140e-04
1.369572008747266523e+01,8.777645361501224615e-05
1.372071227741330901e+01,5.844210941135397362e-05
1.374570446735395279e+01,4.094145191276452023e-05
1.377069665729459480e+01,3.113770505673911732e-05
1.379568884723523858e+01,2.362519873035386393e-05
1.382068103717588237e+01,1.952905778499152925e-05
1.384567322711652615e+01,1.547498988093738234e-05
1.387066541705716993e+01,1.477219553009951227e-05
1.389565760699781372e+01,1.102473060336034712e-05
1.392064979693845572e+01,1.192696893871946310e-05
1.394564198687909951e+01,9.848752143401663217e-06
1.397063417681974329e+01,1.006829851704444153e-05
1.399562636676038707e+01,1.482714482683458375e-05
1.402061855670103085e+01,8.407174523862552884e-06
1.404561074664167464e+01,1.213645167638733907e-05
1.407060293658231842e+01,1.217629862594398369e-05
1.409559512652296043e+01,1.436136863491780656e-05
1.412058731646360421e+01,1.503552644928121324e-05
1.414557950640424799e+01,1.998245722344176839e-05
1.417057169634489178e+01,2.396395164722392169e-05
1.419556388628553556e+01,3.095310596674763785e-05
1.422055607622617934e+01,4.103009853416995754e-05
1.424554826616682313e+01,5.648382274776445652e-05
1.427054045610746513e+01,8.189488712885153825e-05
1.429553264604810892e+01,1.265323387819121382e-04
1.432052483598875270e+01,2.104637179970926151e-04
1.434551702592939648e+01,3.928241623068743802e-04
1.437050921587004026e+01,8.742150361420679807e-04
1.439550140581068405e+01,2.693901568643117250e-03
1.442049359575132961e+01,2.103625634128491670e-02
1.444548578569196984e+01,9.178967600381650327e-02
1.447047797563261362e+01,8.482220159784330249e-02
1.449547016557325740e+01,1.485078012440886955e-02
